user_id,age,gender,device_type,time_on_site,pages_viewed,previous_purchases,cart_items,discount_seen,ad_clicked,returning_user,avg_session_time,bounce_rate,purchase,hesitant_users,hesitation_score
175.0,49.0,Male,Tablet,15.62,10.0,3.0,7.0,0.0,1.0,0.0,12.97,75.54,1.0,0,0.6032945352587735
176.0,41.0,Male,Mobile,22.09,8.0,6.0,1.0,1.0,1.0,0.0,28.88,94.05,1.0,0,0.5492913133331654
177.0,58.0,Male,Tablet,14.9,5.0,6.0,6.0,1.0,1.0,1.0,11.77,10.05,1.0,0,2.0018783601988774
178.0,29.0,Male,Mobile,9.33,5.0,4.0,4.0,0.0,0.0,1.0,13.07,96.31,1.0,0,0.1388071769696822
179.0,56.0,Male,Tablet,11.54,6.0,6.0,9.0,1.0,0.0,0.0,9.64,95.03,1.0,0,0.21068878268863722
180.0,19.0,Female,Mobile,25.91,16.0,5.0,3.0,1.0,0.0,1.0,17.98,52.31,1.0,0,2.3095759254447863
181.0,20.0,Female,Tablet,14.57,1.0,1.0,9.0,0.0,1.0,0.0,15.15,29.58,1.0,0,0.13793240104726914
182.0,54.0,Male,Mobile,7.19,9.0,8.0,3.0,1.0,0.0,1.0,6.37,13.81,1.0,0,1.2960187589881722
183.0,34.0,Female,Desktop,28.1,7.0,4.0,3.0,1.0,1.0,1.0,32.25,82.39,1.0,0,0.6979054068737883
184.0,19.0,Male,Mobile,24.1,11.0,1.0,8.0,0.0,1.0,0.0,34.12,60.47,1.0,0,1.2791594870279543
185.0,19.0,Female,Mobile,2.61,15.0,5.0,6.0,0.0,1.0,1.0,3.76,65.13,1.0,0,0.17231022203828816
186.0,45.0,Male,Mobile,29.97,5.0,9.0,6.0,1.0,0.0,1.0,21.8,86.09,1.0,0,0.5080600839640895
187.0,39.0,Female,Desktop,21.15,19.0,4.0,3.0,1.0,0.0,0.0,14.01,44.39,1.0,0,2.629931212711421
188.0,54.0,Male,Mobile,5.65,6.0,7.0,8.0,1.0,1.0,1.0,8.14,36.81,1.0,0,0.2629167498359681
189.0,49.0,Female,Mobile,7.88,14.0,7.0,7.0,0.0,1.0,0.0,10.34,76.23,1.0,0,0.42114213237678066
190.0,50.0,Female,Mobile,21.08,14.0,9.0,9.0,1.0,1.0,1.0,16.06,29.72,1.0,0,2.8540878588700473
191.0,18.0,Female,Tablet,23.61,11.0,9.0,3.0,1.0,0.0,1.0,30.81,32.79,1.0,0,2.282682929577715
193.0,19.0,Female,Mobile,8.45,10.0,9.0,3.0,1.0,0.0,0.0,6.37,85.64,1.0,0,0.28633255857550904
194.0,43.0,Female,Mobile,9.91,2.0,12.0,0.0,0.0,0.0,1.0,14.305,77.91,1.0,0,0.07091351422283307
195.0,49.0,Female,Mobile,18.34,4.0,1.0,4.0,0.0,1.0,0.0,15.07,29.14,1.0,0,0.7202701555608781
196.0,23.0,Male,Mobile,5.98,10.0,6.0,9.0,1.0,0.0,1.0,5.86,14.36,1.0,0,1.1543802032148278
197.0,49.0,Male,Mobile,4.02,1.0,13.0,2.0,1.0,0.0,0.0,4.46,39.28,1.0,0,0.02588257269322868
198.0,21.0,Female,Desktop,20.69,14.0,5.0,0.0,0.0,1.0,1.0,14.3,62.46,1.0,1,1.3540600753438266
199.0,28.0,Male,Desktop,23.59,10.0,11.0,1.0,0.0,0.0,1.0,14.305,67.62,1.0,0,1.0188877252011104
200.0,34.0,Male,Mobile,15.53,12.0,11.0,1.0,0.0,0.0,1.0,18.73,20.04,1.0,0,2.631163645109859
201.0,55.0,Male,Mobile,11.55,19.0,3.0,7.0,0.0,0.0,0.0,6.95,24.94,1.0,0,2.5129102605568967
202.0,41.0,Female,Desktop,13.53,12.0,3.0,3.0,1.0,0.0,0.0,11.9,93.01,1.0,0,0.5099689090393772
203.0,22.0,Male,Mobile,12.26,5.0,11.0,2.0,0.0,0.0,0.0,13.63,38.51,1.0,0,0.45774664129469994
204.0,51.0,Male,Desktop,28.84,4.0,5.0,3.0,0.0,0.0,0.0,41.13,31.41,1.0,0,1.055068760377299
205.0,23.0,Male,Mobile,23.27,13.0,8.0,9.0,1.0,0.0,1.0,32.37,69.57,1.0,0,1.2714226900105414
206.0,39.0,Female,Mobile,7.03,18.0,9.0,0.0,1.0,1.0,0.0,4.71,46.79,1.0,0,0.7838906968357265
207.0,28.0,Female,Mobile,12.14,12.0,5.0,0.0,1.0,1.0,0.0,13.48,24.68,1.0,0,1.6838093298238317
208.0,33.0,Male,Desktop,16.78,16.0,5.0,4.0,1.0,0.0,1.0,10.03,40.93,1.0,0,1.901021522128012
209.0,50.0,Female,Mobile,18.78,6.0,10.0,6.0,1.0,0.0,1.0,14.91,49.315,1.0,0,0.6624137072668956
